"value","dia","mes","año","dia de la semana","hora","minuto","0-24"
0,0,1,0,0,0,0,0
0,0,1,0,0,0,1,0.010526315789473684
0.058823529411764705,0,1,0,0,0,2,0.021052631578947368
0.11764705882352941,0,1,0,0,0,3,0.031578947368421054
0.17647058823529413,0,1,0,0,1,0,0.042105263157894736
0,0,1,0,0,1,1,0.05263157894736842
0.23529411764705882,0,1,0,0,1,2,0.06315789473684211
0,0,1,0,0,1,3,0.07368421052631578
0.17647058823529413,0,1,0,0,2,0,0.08421052631578947
0.11764705882352941,0,1,0,0,2,1,0.09473684210526316
0.11764705882352941,0,1,0,0,2,2,0.10526315789473684
0.17647058823529413,0,1,0,0,2,3,0.11578947368421053
0.11764705882352941,0,1,0,0,3,0,0.12631578947368421
0.29411764705882354,0,1,0,0,3,1,0.1368421052631579
0.11764705882352941,0,1,0,0,3,2,0.14736842105263157
0.11764705882352941,0,1,0,0,3,3,0.15789473684210525
0.17647058823529413,0,1,0,0,4,0,0.16842105263157894
0.11764705882352941,0,1,0,0,4,1,0.17894736842105263
0,0,1,0,0,4,2,0.18947368421052632
0.17647058823529413,0,1,0,0,4,3,0.2
0.11764705882352941,0,1,0,0,5,0,0.21052631578947367
0.29411764705882354,0,1,0,0,5,1,0.22105263157894736
0.11764705882352941,0,1,0,0,5,2,0.23157894736842105
0.11764705882352941,0,1,0,0,5,3,0.24210526315789474
0.17647058823529413,0,1,0,0,6,0,0.25263157894736843
0.17647058823529413,0,1,0,0,6,1,0.2631578947368421
0.35294117647058826,0,1,0,0,6,2,0.2736842105263158
0.11764705882352941,0,1,0,0,6,3,0.28421052631578947
0.11764705882352941,0,1,0,0,7,0,0.29473684210526313
0.17647058823529413,0,1,0,0,7,1,0.30526315789473685
0.29411764705882354,0,1,0,0,7,2,0.3157894736842105
0.11764705882352941,0,1,0,0,7,3,0.3263157894736842
0.11764705882352941,0,1,0,0,8,0,0.3368421052631579
0.17647058823529413,0,1,0,0,8,1,0.3473684210526316
0.29411764705882354,0,1,0,0,8,2,0.35789473684210527
0,0,1,0,0,8,3,0.3684210526315789
0.23529411764705882,0,1,0,0,9,0,0.37894736842105264
0.11764705882352941,0,1,0,0,9,1,0.3894736842105263
0.17647058823529413,0,1,0,0,9,2,0.4
0.17647058823529413,0,1,0,0,9,3,0.4105263157894737
0,0,1,0,0,10,0,0.42105263157894735
0,0,1,0,0,10,1,0.43157894736842106
0.17647058823529413,0,1,0,0,10,2,0.4421052631578947
0.17647058823529413,0,1,0,0,10,3,0.45263157894736844
0,0,1,0,0,11,0,0.4631578947368421
0.11764705882352941,0,1,0,0,11,1,0.47368421052631576
0.11764705882352941,0,1,0,0,11,2,0.4842105263157895
0.11764705882352941,0,1,0,0,11,3,0.49473684210526314
0.17647058823529413,1,1,0,0.16666666666666666,12,0,0.5052631578947369
0.17647058823529413,1,1,0,0.16666666666666666,12,1,0.5157894736842106
0,1,1,0,0.16666666666666666,12,2,0.5263157894736842
0.11764705882352941,1,1,0,0.16666666666666666,12,3,0.5368421052631579
0.11764705882352941,1,1,0,0.16666666666666666,13,0,0.5473684210526316
0.11764705882352941,1,1,0,0.16666666666666666,13,1,0.5578947368421052
0.17647058823529413,1,1,0,0.16666666666666666,13,2,0.5684210526315789
0.17647058823529413,1,1,0,0.16666666666666666,13,3,0.5789473684210527
0,1,1,0,0.16666666666666666,14,0,0.5894736842105263
0.11764705882352941,1,1,0,0.16666666666666666,14,1,0.6
0.17647058823529413,1,1,0,0.16666666666666666,14,2,0.6105263157894737
0.058823529411764705,1,1,0,0.16666666666666666,14,3,0.6210526315789474
0.11764705882352941,1,1,0,0.16666666666666666,15,0,0.631578947368421
0,1,1,0,0.16666666666666666,15,1,0.6421052631578947
0,1,1,0,0.16666666666666666,15,2,0.6526315789473685
0.17647058823529413,1,1,0,0.16666666666666666,15,3,0.6631578947368421
0.11764705882352941,1,1,0,0.16666666666666666,16,0,0.6736842105263158
0.11764705882352941,1,1,0,0.16666666666666666,16,1,0.6842105263157895
0.058823529411764705,1,1,0,0.16666666666666666,16,2,0.6947368421052632
0.11764705882352941,1,1,0,0.16666666666666666,16,3,0.7052631578947368
0,1,1,0,0.16666666666666666,17,0,0.7157894736842105
0,1,1,0,0.16666666666666666,17,1,0.7263157894736842
0.17647058823529413,1,1,0,0.16666666666666666,17,2,0.7368421052631579
0.4117647058823529,1,1,0,0.16666666666666666,17,3,0.7473684210526316
0.35294117647058826,1,1,0,0.16666666666666666,18,0,0.7578947368421053
0.47058823529411764,1,1,0,0.16666666666666666,18,1,0.7684210526315789
0.5294117647058824,1,1,0,0.16666666666666666,18,2,0.7789473684210526
0.5882352941176471,1,1,0,0.16666666666666666,18,3,0.7894736842105263
0.5294117647058824,1,1,0,0.16666666666666666,19,0,0.8
0.47058823529411764,1,1,0,0.16666666666666666,19,1,0.8105263157894737
0.35294117647058826,1,1,0,0.16666666666666666,19,2,0.8210526315789474
0.5882352941176471,1,1,0,0.16666666666666666,19,3,0.8315789473684211
0.5294117647058824,1,1,0,0.16666666666666666,20,0,0.8421052631578947
0.5294117647058824,1,1,0,0.16666666666666666,20,1,0.8526315789473684
0.47058823529411764,1,1,0,0.16666666666666666,20,2,0.8631578947368421
0.5294117647058824,1,1,0,0.16666666666666666,20,3,0.8736842105263158
0.5294117647058824,1,1,0,0.16666666666666666,21,0,0.8842105263157894
0.5294117647058824,1,1,0,0.16666666666666666,21,1,0.8947368421052632
0.5294117647058824,1,1,0,0.16666666666666666,21,2,0.9052631578947369
0.5294117647058824,1,1,0,0.16666666666666666,21,3,0.9157894736842105
0.6470588235294118,1,1,0,0.16666666666666666,22,0,0.9263157894736842
0.5294117647058824,1,1,0,0.16666666666666666,22,1,0.9368421052631579
0.5294117647058824,1,1,0,0.16666666666666666,22,2,0.9473684210526315
0.5294117647058824,1,1,0,0.16666666666666666,22,3,0.9578947368421052
0.5294117647058824,1,1,0,0.16666666666666666,23,0,0.968421052631579
0.5294117647058824,1,1,0,0.16666666666666666,23,1,0.9789473684210527
0.6470588235294118,1,1,0,0.16666666666666666,23,2,0.9894736842105263
0.5294117647058824,1,1,0,0.16666666666666666,23,3,1
0.5294117647058824,1,1,0,0.16666666666666666,0,0,0
0.47058823529411764,1,1,0,0.16666666666666666,0,1,0.010526315789473684
0.5882352941176471,1,1,0,0.16666666666666666,0,2,0.021052631578947368
0.5294117647058824,1,1,0,0.16666666666666666,0,3,0.031578947368421054
0.5294117647058824,1,1,0,0.16666666666666666,1,0,0.042105263157894736
0.5882352941176471,1,1,0,0.16666666666666666,1,1,0.05263157894736842
0.5882352941176471,1,1,0,0.16666666666666666,1,2,0.06315789473684211
0.5294117647058824,1,1,0,0.16666666666666666,1,3,0.07368421052631578
0.5294117647058824,1,1,0,0.16666666666666666,2,0,0.08421052631578947
0.5882352941176471,1,1,0,0.16666666666666666,2,1,0.09473684210526316
0.5294117647058824,1,1,0,0.16666666666666666,2,2,0.10526315789473684
0.5294117647058824,1,1,0,0.16666666666666666,2,3,0.11578947368421053
0.5294117647058824,1,1,0,0.16666666666666666,3,0,0.12631578947368421
0.35294117647058826,1,1,0,0.16666666666666666,3,1,0.1368421052631579
0.5294117647058824,1,1,0,0.16666666666666666,3,2,0.14736842105263157
0.5294117647058824,1,1,0,0.16666666666666666,3,3,0.15789473684210525
0.5882352941176471,1,1,0,0.16666666666666666,4,0,0.16842105263157894
0.47058823529411764,1,1,0,0.16666666666666666,4,1,0.17894736842105263
0.5294117647058824,1,1,0,0.16666666666666666,4,2,0.18947368421052632
0.47058823529411764,1,1,0,0.16666666666666666,4,3,0.2
0.5882352941176471,1,1,0,0.16666666666666666,5,0,0.21052631578947367
0.5294117647058824,1,1,0,0.16666666666666666,5,1,0.22105263157894736
0.5294117647058824,1,1,0,0.16666666666666666,5,2,0.23157894736842105
0.5882352941176471,1,1,0,0.16666666666666666,5,3,0.24210526315789474
0.4117647058823529,1,1,0,0.16666666666666666,6,0,0.25263157894736843
0.5294117647058824,1,1,0,0.16666666666666666,6,1,0.2631578947368421
0.5294117647058824,1,1,0,0.16666666666666666,6,2,0.2736842105263158
0.4117647058823529,1,1,0,0.16666666666666666,6,3,0.28421052631578947
0.5882352941176471,1,1,0,0.16666666666666666,7,0,0.29473684210526313
0.5294117647058824,1,1,0,0.16666666666666666,7,1,0.30526315789473685
0.5294117647058824,1,1,0,0.16666666666666666,7,2,0.3157894736842105
0.5882352941176471,1,1,0,0.16666666666666666,7,3,0.3263157894736842
0.47058823529411764,1,1,0,0.16666666666666666,8,0,0.3368421052631579
0.47058823529411764,1,1,0,0.16666666666666666,8,1,0.3473684210526316
0.5294117647058824,1,1,0,0.16666666666666666,8,2,0.35789473684210527
0.5882352941176471,1,1,0,0.16666666666666666,8,3,0.3684210526315789
0,1,1,0,0.16666666666666666,9,0,0.37894736842105264
0.17647058823529413,1,1,0,0.16666666666666666,9,1,0.3894736842105263
0.17647058823529413,1,1,0,0.16666666666666666,9,2,0.4
0,1,1,0,0.16666666666666666,9,3,0.4105263157894737
0.11764705882352941,1,1,0,0.16666666666666666,10,0,0.42105263157894735
0.17647058823529413,1,1,0,0.16666666666666666,10,1,0.43157894736842106
0.17647058823529413,1,1,0,0.16666666666666666,10,2,0.4421052631578947
0,1,1,0,0.16666666666666666,10,3,0.45263157894736844
0,1,1,0,0.16666666666666666,11,0,0.4631578947368421
0.17647058823529413,1,1,0,0.16666666666666666,11,1,0.47368421052631576
0.058823529411764705,1,1,0,0.16666666666666666,11,2,0.4842105263157895
0.058823529411764705,1,1,0,0.16666666666666666,11,3,0.49473684210526314
0.17647058823529413,2,1,0,0.3333333333333333,12,0,0.5052631578947369
0,2,1,0,0.3333333333333333,12,1,0.5157894736842106
0,2,1,0,0.3333333333333333,12,2,0.5263157894736842
0.17647058823529413,2,1,0,0.3333333333333333,12,3,0.5368421052631579
0.058823529411764705,2,1,0,0.3333333333333333,13,0,0.5473684210526316
0.11764705882352941,2,1,0,0.3333333333333333,13,1,0.5578947368421052
0.11764705882352941,2,1,0,0.3333333333333333,13,2,0.5684210526315789
0,2,1,0,0.3333333333333333,13,3,0.5789473684210527
0.17647058823529413,2,1,0,0.3333333333333333,14,0,0.5894736842105263
0.17647058823529413,2,1,0,0.3333333333333333,14,1,0.6
0.058823529411764705,2,1,0,0.3333333333333333,14,2,0.6105263157894737
0.17647058823529413,2,1,0,0.3333333333333333,14,3,0.6210526315789474
0.11764705882352941,2,1,0,0.3333333333333333,15,0,0.631578947368421
0,2,1,0,0.3333333333333333,15,1,0.6421052631578947
0.17647058823529413,2,1,0,0.3333333333333333,15,2,0.6526315789473685
0.11764705882352941,2,1,0,0.3333333333333333,15,3,0.6631578947368421
0.23529411764705882,2,1,0,0.3333333333333333,16,0,0.6736842105263158
0.11764705882352941,2,1,0,0.3333333333333333,16,1,0.6842105263157895
0.17647058823529413,2,1,0,0.3333333333333333,16,2,0.6947368421052632
0,2,1,0,0.3333333333333333,16,3,0.7052631578947368
0.11764705882352941,2,1,0,0.3333333333333333,17,0,0.7157894736842105
